Year;Month;Day;Hour;Minute;Temperature;Total Precipitation;Wind Speed;Wind Direction
2019;02;17;22;00;8.23;0.00;6.61;119.36
2019;02;17;23;00;8.08;0.00;6.19;125.54
2019;02;18;00;00;8.35;0.00;5.60;135.00
2019;02;18;01;00;8.47;0.00;4.90;143.97
2019;02;18;02;00;8.49;0.00;3.42;161.57
2019;02;18;03;00;8.00;0.00;2.62;164.05
2019;02;18;04;00;7.60;0.00;3.32;130.60
2019;02;18;05;00;7.06;0.00;4.90;126.03
2019;02;18;06;00;6.60;0.00;6.12;118.07
2019;02;18;07;00;5.49;0.00;7.07;104.74
2019;02;18;08;00;4.22;0.00;7.29;110.22
2019;02;18;09;00;3.81;0.00;3.71;119.05
2019;02;18;10;00;5.70;0.00;3.60;126.87
2019;02;18;11;00;8.12;0.00;3.71;119.05
2019;02;18;12;00;10.07;0.00;1.94;111.80
2019;02;18;13;00;11.39;0.00;1.61;26.57
2019;02;18;14;00;12.21;0.00;2.28;71.57
2019;02;18;15;00;12.82;0.00;1.44;90.00
2019;02;18;16;00;13.11;0.00;0.00;180.00
2019;02;18;17;00;12.70;0.00;2.10;300.96
2019;02;18;18;00;12.19;0.00;2.16;270.00
2019;02;18;19;00;11.61;0.00;3.24;180.00
2019;02;18;20;00;10.84;0.00;5.35;160.35
2019;02;18;21;00;9.75;0.00;6.38;163.61
2019;02;18;22;00;8.00;0.00;9.06;173.16
2019;02;18;23;00;5.15;0.00;10.09;182.05
2019;02;19;00;00;5.22;0.00;8.29;182.49
2019;02;19;01;00;5.16;0.00;6.99;145.49
2019;02;19;02;00;5.12;0.00;7.93;129.47
2019;02;19;03;00;4.75;0.00;7.64;135.00
2019;02;19;04;00;4.14;0.00;7.90;133.15
2019;02;19;05;00;4.03;0.00;8.29;124.38
2019;02;19;06;00;4.72;0.00;8.22;118.81
2019;02;19;07;00;4.51;0.00;7.90;114.23
2019;02;19;08;00;4.66;0.00;8.23;113.20
2019;02;19;09;00;5.05;0.00;6.73;105.52
2019;02;19;10;00;7.19;0.00;3.42;108.43
2019;02;19;11;00;9.72;0.00;7.57;295.35
2019;02;19;12;00;10.72;0.00;19.91;282.53
2019;02;19;13;00;12.18;0.00;15.48;271.33
2019;02;19;14;00;12.93;0.00;13.80;262.50
2019;02;19;15;00;13.48;0.00;12.52;251.57
2019;02;19;16;00;13.71;0.00;11.28;253.30
2019;02;19;17;00;13.31;0.00;9.39;265.60
2019;02;19;18;00;12.58;0.00;6.73;285.52
2019;02;19;19;00;11.32;0.00;5.50;301.61
2019;02;19;20;00;10.24;0.00;3.71;299.05
2019;02;19;21;00;9.70;0.00;1.94;248.20
2019;02;19;22;00;9.30;0.00;3.40;212.01
2019;02;19;23;00;8.76;0.00;3.76;196.70
2019;02;20;00;00;8.06;0.00;4.38;189.46
2019;02;20;01;00;7.48;0.00;3.62;185.71
2019;02;20;02;00;7.08;0.00;3.10;144.46
2019;02;20;03;00;6.65;0.00;3.71;119.05
2019;02;20;04;00;5.96;0.00;5.15;102.09
2019;02;20;05;00;5.23;0.00;5.48;113.20
2019;02;20;06;00;4.81;0.00;6.61;119.36
2019;02;20;07;00;4.68;0.00;6.61;119.36
2019;02;20;08;00;4.70;0.00;6.29;113.63
2019;02;20;09;00;5.61;0.00;4.55;108.43
2019;02;20;10;00;7.81;0.00;6.03;107.35
2019;02;20;11;00;9.80;0.00;3.96;90.00
2019;02;20;12;00;11.37;0.00;2.55;351.87
2019;02;20;13;00;12.05;0.00;2.41;333.43
2019;02;20;14;00;13.11;0.00;3.60;306.87
2019;02;20;15;00;13.77;0.00;3.83;311.19
2019;02;20;16;00;14.09;0.00;4.07;315.00
2019;02;20;17;00;13.93;0.00;4.90;323.97
2019;02;20;18;00;13.19;0.00;4.21;340.02
2019;02;20;19;00;12.68;0.00;1.80;360.00
2019;02;20;20;00;12.11;0.00;2.60;146.31
2019;02;20;21;00;11.25;0.00;4.69;147.53
2019;02;20;22;00;10.33;0.00;4.39;145.01
2019;02;20;23;00;9.50;0.00;4.90;126.03
2019;02;21;00;00;8.92;0.00;5.00;120.26
2019;02;21;01;00;8.44;0.00;5.00;120.26
2019;02;21;02;00;7.69;0.00;5.69;108.43
2019;02;21;03;00;6.78;0.00;6.29;113.63
2019;02;21;04;00;6.29;0.00;5.96;115.02
2019;02;21;05;00;5.84;0.00;6.29;113.63
2019;02;21;06;00;5.28;0.00;6.29;113.63
2019;02;21;07;00;5.18;0.00;6.44;116.57
2019;02;21;08;00;5.09;0.00;6.62;112.38
2019;02;21;09;00;5.45;0.00;6.15;110.56
2019;02;21;10;00;7.70;0.00;6.83;108.43
2019;02;21;11;00;10.22;0.00;6.03;107.35
2019;02;21;12;00;12.51;0.00;3.26;96.34
2019;02;21;13;00;13.47;0.00;2.10;300.96
2019;02;21;14;00;14.84;0.00;3.42;288.43
2019;02;21;15;00;15.82;0.00;5.63;296.57
2019;02;21;16;00;16.12;0.00;9.11;288.43
2019;02;21;17;00;15.44;0.00;9.96;282.53
2019;02;21;18;00;14.37;0.00;9.39;274.40
2019;02;21;19;00;13.12;0.00;9.61;257.01
2019;02;21;20;00;11.90;0.00;10.39;255.96
2019;02;21;21;00;11.14;0.00;8.29;272.49
2019;02;21;22;00;10.49;0.00;4.74;261.25
2019;02;21;23;00;10.05;0.00;4.33;228.37
2019;02;22;00;00;9.88;0.00;5.96;205.02
2019;02;22;01;00;8.38;0.00;6.99;191.89
2019;02;22;02;00;8.35;0.00;6.15;200.56
2019;02;22;03;00;8.56;0.00;4.90;216.03
2019;02;22;04;00;8.17;0.00;4.33;228.37
2019;02;22;05;00;7.85;0.00;3.42;251.57
2019;02;22;06;00;7.47;0.00;4.51;241.39
2019;02;22;07;00;7.55;0.00;3.71;240.95
2019;02;22;08;00;7.48;0.00;2.90;262.87
2019;02;22;09;00;8.03;0.00;1.08;270.00
2019;02;22;10;00;8.25;0.00;3.10;305.54
2019;02;22;11;00;10.04;0.00;6.44;333.43
2019;02;22;12;00;11.19;0.00;11.44;335.85
2019;02;22;13;00;11.88;0.00;17.21;344.22
2019;02;22;14;00;12.28;0.00;19.60;352.61
2019;02;22;15;00;12.70;0.00;16.60;12.53
2019;02;22;16;00;12.93;0.00;12.98;56.31
2019;02;22;17;00;12.19;0.00;10.04;75.47
2019;02;22;18;00;11.47;0.00;5.94;75.96
2019;02;22;19;00;10.93;0.00;12.60;90.00
2019;02;22;20;00;8.74;0.00;13.49;99.21
2019;02;22;21;00;7.80;0.00;11.79;102.34
2019;02;22;22;00;8.01;0.00;14.59;105.75
2019;02;22;23;00;7.42;0.00;15.14;108.00
2019;02;23;00;00;6.75;0.00;13.00;94.76
2019;02;23;01;00;6.25;0.00;15.12;88.64
2019;02;23;02;00;5.87;0.00;12.96;90.00
2019;02;23;03;00;5.35;0.00;11.52;90.00
2019;02;23;04;00;5.10;0.00;12.24;90.00
2019;02;23;05;00;4.01;0.00;9.42;96.58
2019;02;23;06;00;3.25;0.00;8.35;97.43
2019;02;23;07;00;2.35;0.00;8.85;116.57
2019;02;23;08;00;2.08;0.00;13.53;115.20
2019;02;23;09;00;3.18;0.00;18.90;107.74
2019;02;23;10;00;5.12;0.00;20.70;103.07
2019;02;23;11;00;7.32;0.00;21.49;98.67
2019;02;23;12;00;9.19;0.00;21.99;92.82
2019;02;23;13;00;12.41;0.00;12.22;76.37
2019;02;23;14;00;13.47;0.00;21.24;89.03
2019;02;23;15;00;13.30;0.00;23.83;94.33
2019;02;23;16;00;12.64;0.00;24.22;95.12
2019;02;23;17;00;11.63;0.00;21.67;94.76
2019;02;23;18;00;9.69;0.00;19.00;99.82
2019;02;23;19;00;8.00;0.00;20.43;104.28
2019;02;23;20;00;6.95;0.00;23.24;106.19
2019;02;23;21;00;5.86;0.00;22.90;106.44
2019;02;23;22;00;5.03;0.00;18.25;104.86
2019;02;23;23;00;4.10;0.00;14.58;110.22
2019;02;24;00;00;2.87;0.00;11.61;119.74
2019;02;24;01;00;1.81;0.00;8.65;135.00
2019;02;24;02;00;1.21;0.00;6.99;145.49
2019;02;24;03;00;0.88;0.00;5.80;150.26
2019;02;24;04;00;0.72;0.00;4.35;155.56
2019;02;24;05;00;0.63;0.00;4.55;161.57
2019;02;24;06;00;0.44;0.00;6.30;149.04
2019;02;24;07;00;0.33;0.00;9.69;138.01
2019;02;24;08;00;0.84;0.00;13.25;132.80
2019;02;24;09;00;2.57;0.00;16.18;122.28
2019;02;24;10;00;4.50;0.00;14.71;111.54
2019;02;24;11;00;6.77;0.00;9.73;87.88
2019;02;24;12;00;8.66;0.00;7.34;11.31
2019;02;24;13;00;9.69;0.00;9.01;92.29
2019;02;24;14;00;11.08;0.00;6.61;60.64
2019;02;24;15;00;11.71;0.00;6.99;11.89
2019;02;24;16;00;10.89;0.00;8.35;352.57
2019;02;24;17;00;9.70;0.00;8.21;344.74
2019;02;24;18;00;8.64;0.00;7.17;342.47
2019;02;24;19;00;8.02;0.00;5.00;329.74
2019;02;24;20;00;7.06;0.00;2.55;315.00
2019;02;24;21;00;6.39;0.00;1.48;194.04
2019;02;24;22;00;6.11;0.00;3.98;174.81
2019;02;24;23;00;5.89;0.00;5.90;142.43
2019;02;25;00;00;3.77;0.00;6.37;132.71
2019;02;25;01;00;2.80;0.00;5.50;148.39
2019;02;25;02;00;2.55;0.00;4.21;160.02
2019;02;25;03;00;2.33;0.00;2.19;189.46
2019;02;25;04;00;2.49;0.00;3.71;209.05
2019;02;25;05;00;2.67;0.00;4.20;210.96
2019;02;25;06;00;2.76;0.00;4.58;225.00
2019;02;25;07;00;2.74;0.00;5.15;245.22
2019;02;25;08;00;3.03;0.00;4.21;250.02
2019;02;25;09;00;3.85;0.00;4.38;279.46
2019;02;25;10;00;5.21;0.00;1.53;315.00
2019;02;25;11;00;6.55;0.00;3.98;354.81
2019;02;25;12;00;8.13;0.00;5.94;14.04
2019;02;25;13;00;11.78;0.00;5.32;28.30
2019;02;25;14;00;12.70;0.00;4.38;9.46
2019;02;25;15;00;13.17;0.00;5.09;351.87
2019;02;25;16;00;12.53;0.00;8.37;334.54
2019;02;25;17;00;11.54;0.00;7.99;324.16
2019;02;25;18;00;11.69;0.00;5.60;315.00
2019;02;25;19;00;11.37;0.00;4.10;285.26
2019;02;25;20;00;10.50;0.00;1.80;233.13
2019;02;25;21;00;9.83;0.00;1.80;180.00
2019;02;25;22;00;8.80;0.00;3.40;147.99
2019;02;25;23;00;8.16;0.00;5.69;145.30
2019;02;26;00;00;7.23;0.00;8.29;145.62
2019;02;26;01;00;5.72;0.00;7.99;144.16
2019;02;26;02;00;5.48;0.00;8.59;146.98
2019;02;26;03;00;5.36;0.00;8.29;145.62
2019;02;26;04;00;5.43;0.00;8.79;145.01
2019;02;26;05;00;5.47;0.00;8.15;135.00
2019;02;26;06;00;4.89;0.00;8.40;120.96
2019;02;26;07;00;4.05;0.00;9.03;113.50
2019;02;26;08;00;2.83;0.00;9.45;107.74
2019;02;26;09;00;3.95;0.00;10.48;105.95
2019;02;26;10;00;7.60;0.00;11.18;93.69
2019;02;26;11;00;10.12;0.00;7.99;82.23
2019;02;26;12;00;11.94;0.00;6.19;54.46
2019;02;26;13;00;13.57;0.00;5.00;30.26
2019;02;26;14;00;14.53;0.00;4.10;15.26
2019;02;26;15;00;15.03;0.00;5.09;8.13
2019;02;26;16;00;15.18;0.00;6.12;360.00
2019;02;26;17;00;14.81;0.00;5.15;347.91
2019;02;26;18;00;13.77;0.00;6.79;327.99
2019;02;26;19;00;12.77;0.00;4.02;333.43
2019;02;26;20;00;12.11;0.00;1.14;198.43
2019;02;26;21;00;11.30;0.00;2.62;164.05
2019;02;26;22;00;10.65;0.00;4.39;124.99
2019;02;26;23;00;9.67;0.00;6.95;111.25
2019;02;27;00;00;8.48;0.00;9.03;113.50
2019;02;27;01;00;7.74;0.00;10.32;119.25
2019;02;27;02;00;6.71;0.00;10.00;120.26
2019;02;27;03;00;5.90;0.00;9.89;123.11
2019;02;27;04;00;5.26;0.00;9.89;123.11
2019;02;27;05;00;4.80;0.00;9.59;124.29
2019;02;27;06;00;4.57;0.00;9.29;125.54
2019;02;27;07;00;4.29;0.00;8.79;124.99
2019;02;27;08;00;4.29;0.00;7.49;125.22
2019;02;27;09;00;5.88;0.00;5.82;111.80
2019;02;27;10;00;8.33;0.00;3.26;83.66
2019;02;27;11;00;10.68;0.00;3.32;49.40
2019;02;27;12;00;12.77;0.00;4.35;24.44
2019;02;27;13;00;14.80;0.00;5.04;360.00
2019;02;27;14;00;15.50;0.00;4.74;351.25
2019;02;27;15;00;16.00;0.00;4.74;351.25
2019;02;27;16;00;16.23;0.00;3.96;360.00
2019;02;27;17;00;16.00;0.00;3.76;343.30
2019;02;27;18;00;15.32;0.00;4.02;333.43
2019;02;27;19;00;14.92;0.00;1.53;315.00
2019;02;27;20;00;14.02;0.00;3.42;198.43
2019;02;27;21;00;13.09;0.00;5.09;188.13
2019;02;27;22;00;12.28;0.00;5.09;188.13
2019;02;27;23;00;11.33;0.00;5.09;171.87
2019;02;28;00;00;10.64;0.00;5.01;201.04
2019;02;28;01;00;8.65;0.00;7.49;215.22
2019;02;28;02;00;8.23;0.00;7.92;180.00
2019;02;28;03;00;8.49;0.00;8.12;167.20
2019;02;28;04;00;7.62;0.00;7.42;157.17
2019;02;28;05;00;7.27;0.00;7.34;168.69
2019;02;28;06;00;7.25;0.00;7.64;171.87
2019;02;28;07;00;6.65;0.00;7.86;164.05
2019;02;28;08;00;5.86;0.00;6.84;180.00
2019;02;28;09;00;7.43;0.00;3.98;174.81
2019;02;28;10;00;11.55;0.00;5.41;266.19
2019;02;28;11;00;15.50;0.00;15.12;271.36
2019;02;28;12;00;16.76;0.00;26.29;271.57
2019;02;28;13;00;16.84;0.00;30.60;270.67
2019;02;28;14;00;16.38;0.00;33.51;272.46
2019;02;28;15;00;15.66;0.00;33.19;273.73
2019;02;28;16;00;15.47;0.00;30.96;269.33
2019;02;28;17;00;14.78;0.00;30.32;274.09
2019;02;28;18;00;13.31;0.00;26.76;275.40
2019;02;28;19;00;12.77;0.00;22.73;273.63
2019;02;28;20;00;11.44;0.00;21.71;275.71
2019;02;28;21;00;10.85;0.00;18.58;261.09
2019;02;28;22;00;11.04;0.00;22.35;255.07
2019;02;28;23;00;10.35;0.30;23.19;244.23
2019;03;01;00;00;10.10;0.20;28.55;256.14
2019;03;01;01;00;9.35;0.20;29.27;265.06
2019;03;01;02;00;8.80;0.20;24.14;267.44
2019;03;01;03;00;8.27;0.00;20.57;265.99
2019;03;01;04;00;8.45;0.00;20.77;261.03
2019;03;01;05;00;8.39;0.00;21.61;259.44
2019;03;01;06;00;7.93;0.40;20.87;255.00
2019;03;01;07;00;7.48;0.10;24.97;245.28
2019;03;01;08;00;7.74;0.30;28.48;253.86
2019;03;01;09;00;7.84;1.00;30.93;257.91
2019;03;01;10;00;7.94;0.60;33.91;260.84
2019;03;01;11;00;8.94;0.20;36.45;266.04
2019;03;01;12;00;9.14;0.20;36.36;270.00
2019;03;01;13;00;9.88;0.70;31.71;272.60
2019;03;01;14;00;10.21;0.60;29.24;274.24
2019;03;01;15;00;10.09;0.40;28.82;282.99
2019;03;01;16;00;8.69;0.10;23.11;288.15
2019;03;01;17;00;9.56;0.00;19.96;277.25
2019;03;01;18;00;8.74;0.00;19.20;276.46
2019;03;01;19;00;8.03;0.00;18.72;271.10
2019;03;01;20;00;7.64;0.00;16.30;276.34
2019;03;01;21;00;6.90;0.00;15.04;281.04
2019;03;01;22;00;6.07;0.00;10.81;268.09
2019;03;01;23;00;6.61;0.00;6.49;266.82
2019;03;02;00;00;6.73;0.00;9.35;285.64
2019;03;02;01;00;5.68;0.00;12.96;268.41
2019;03;02;02;00;5.53;0.00;11.72;259.38
2019;03;02;03;00;5.98;0.00;11.93;264.81
2019;03;02;04;00;5.98;0.00;10.66;258.31
2019;03;02;05;00;5.94;0.00;8.85;243.43
2019;03;02;06;00;4.78;0.00;9.00;233.13
2019;03;02;07;00;3.84;0.00;9.59;214.29
2019;03;02;08;00;4.91;0.00;7.93;219.47
2019;03;02;09;00;7.01;0.00;8.29;235.62
2019;03;02;10;00;9.01;0.00;9.57;250.20
2019;03;02;11;00;10.64;0.00;13.56;259.29
2019;03;02;12;00;11.55;0.00;18.01;267.71
2019;03;02;13;00;11.71;0.00;16.58;267.51
2019;03;02;14;00;12.78;0.00;17.16;260.34
2019;03;02;15;00;13.21;0.00;21.29;266.12
2019;03;02;16;00;12.66;0.00;22.37;266.31
2019;03;02;17;00;11.90;0.00;27.36;270.00
2019;03;02;18;00;10.34;0.00;24.19;265.73
2019;03;02;19;00;9.48;0.00;21.25;259.26
2019;03;02;20;00;9.00;0.30;19.30;255.96
2019;03;02;21;00;8.86;0.00;19.04;254.65
2019;03;02;22;00;8.17;0.00;15.32;240.42
2019;03;02;23;00;7.40;0.00;12.23;227.39
2019;03;03;00;00;7.44;0.00;10.97;228.99
2019;03;03;01;00;6.33;0.00;11.02;218.37
2019;03;03;02;00;6.14;0.00;9.50;217.30
2019;03;03;03;00;5.33;0.00;11.04;199.03
2019;03;03;04;00;4.61;0.00;11.09;193.13
2019;03;03;05;00;5.33;0.00;8.71;187.13
2019;03;03;06;00;5.51;0.00;7.52;163.30
2019;03;03;07;00;4.98;0.00;8.22;151.19
2019;03;03;08;00;5.27;0.00;7.90;136.85
2019;03;03;09;00;7.71;0.00;5.50;148.39
2019;03;03;10;00;10.82;0.00;4.69;265.60
2019;03;03;11;00;13.64;0.00;15.68;260.75
2019;03;03;12;00;14.86;0.00;18.78;265.60
2019;03;03;13;00;15.27;0.00;20.99;264.09
2019;03;03;14;00;14.53;0.00;15.23;276.79
2019;03;03;15;00;14.88;0.00;12.02;261.38
2019;03;03;16;00;15.37;0.00;10.14;253.50
2019;03;03;17;00;16.04;0.00;13.63;257.80
2019;03;03;18;00;15.04;0.00;12.64;250.02
2019;03;03;19;00;12.57;0.00;10.39;194.04
2019;03;03;20;00;10.92;0.00;13.24;202.38
2019;03;03;21;00;12.19;0.00;18.08;215.27
2019;03;03;22;00;12.15;0.00;22.49;219.81
2019;03;03;23;00;11.37;0.00;15.91;217.65
2019;03;04;00;00;10.32;0.00;15.78;214.78
2019;03;04;01;00;9.55;0.00;12.72;205.11
2019;03;04;02;00;9.32;0.00;12.78;189.73
2019;03;04;03;00;9.83;0.00;18.46;200.56
2019;03;04;04;00;10.74;0.00;28.96;214.88
2019;03;04;05;00;10.94;0.00;28.86;213.29
2019;03;04;06;00;10.92;0.00;25.01;210.26
2019;03;04;07;00;10.37;0.00;15.04;227.91
2019;03;04;08;00;12.41;0.00;14.51;293.39
2019;03;04;09;00;11.47;0.40;38.51;249.19
2019;03;04;10;00;12.63;0.20;36.40;241.66
2019;03;04;11;00;12.36;0.10;41.38;248.57
2019;03;04;12;00;12.56;0.30;43.38;252.62
2019;03;04;13;00;12.93;0.00;47.17;243.24
2019;03;04;14;00;12.25;0.00;50.89;242.17
2019;03;04;15;00;11.12;0.50;45.95;234.57
2019;03;04;16;00;8.86;0.50;46.80;247.38
2019;03;04;17;00;7.19;0.60;37.58;246.87
2019;03;04;18;00;7.62;0.00;38.97;258.27
2019;03;04;19;00;7.04;0.00;33.18;254.91
2019;03;04;20;00;6.54;0.00;38.24;255.83
2019;03;04;21;00;6.30;0.00;38.33;255.31
2019;03;04;22;00;5.63;0.00;36.10;253.19
2019;03;04;23;00;5.37;0.00;31.80;254.23
2019;03;05;00;00;5.12;0.00;28.14;253.65
2019;03;05;01;00;4.94;0.00;25.73;252.07
2019;03;05;02;00;4.98;0.00;26.42;250.08
2019;03;05;03;00;4.56;0.00;25.84;251.31
2019;03;05;04;00;4.84;0.00;23.11;251.85
2019;03;05;05;00;4.73;0.00;27.50;255.60
2019;03;05;06;00;4.24;0.00;25.50;256.94
2019;03;05;07;00;3.69;0.00;21.97;251.86
2019;03;05;08;00;4.39;0.00;25.41;249.25
2019;03;05;09;00;6.26;0.00;27.61;247.78
2019;03;05;10;00;7.67;0.00;29.94;251.78
2019;03;05;11;00;8.51;0.00;30.56;254.98
2019;03;05;12;00;9.24;0.00;30.91;255.15
2019;03;05;13;00;11.23;0.00;31.44;256.76
2019;03;05;14;00;11.89;0.00;32.00;252.99
2019;03;05;15;00;12.20;0.00;31.31;252.61
2019;03;05;16;00;12.32;0.00;29.97;253.96
2019;03;05;17;00;12.13;0.00;27.32;251.57
2019;03;05;18;00;11.61;0.00;23.34;250.17
2019;03;05;19;00;10.46;0.00;17.17;236.98
2019;03;05;20;00;8.96;0.00;14.53;221.99
2019;03;05;21;00;7.93;0.00;13.48;214.11
2019;03;05;22;00;7.75;0.00;12.68;214.59
2019;03;05;23;00;6.94;0.00;10.31;192.09
2019;03;06;00;00;6.03;0.00;9.50;155.38
2019;03;06;01;00;5.75;0.00;10.46;130.82
2019;03;06;02;00;5.25;0.00;12.78;122.35
2019;03;06;03;00;3.34;0.00;13.36;117.26
2019;03;06;04;00;1.27;0.00;14.01;115.91
2019;03;06;05;00;0.42;0.00;15.46;117.76
2019;03;06;06;00;1.11;0.00;17.60;120.76
2019;03;06;07;00;0.36;0.00;17.60;120.76
2019;03;06;08;00;2.11;0.00;17.28;125.68
2019;03;06;09;00;6.78;0.00;20.02;127.69
2019;03;06;10;00;10.45;0.00;20.24;128.50
2019;03;06;11;00;13.19;0.00;17.07;137.56
2019;03;06;12;00;15.54;0.00;14.40;181.43
2019;03;06;13;00;16.63;0.00;14.08;184.40
2019;03;06;14;00;17.42;0.00;14.62;189.93
2019;03;06;15;00;17.96;0.00;13.08;172.09
2019;03;06;16;00;17.76;0.00;13.20;169.00
2019;03;06;17;00;16.32;0.00;14.12;199.36
2019;03;06;18;00;15.61;0.00;12.56;152.70
2019;03;06;19;00;14.23;0.00;10.97;156.80
2019;03;06;20;00;13.33;0.00;11.97;133.78
2019;03;06;21;00;12.21;0.00;20.37;133.57
2019;03;06;22;00;11.21;0.00;13.90;143.43
2019;03;06;23;00;11.49;0.00;14.18;156.04
2019;03;07;00;00;10.40;0.00;11.48;138.81
2019;03;07;01;00;8.36;0.00;16.83;138.47
2019;03;07;02;00;8.01;0.00;14.29;139.09
2019;03;07;03;00;7.24;0.00;15.35;140.71
2019;03;07;04;00;6.24;0.00;14.26;137.05
2019;03;07;05;00;7.84;0.00;37.33;276.65
2019;03;07;06;00;5.64;0.50;22.06;243.85
2019;03;07;07;00;7.04;3.10;20.27;213.41
2019;03;07;08;00;7.00;1.20;29.08;201.80
2019;03;07;09;00;8.24;0.00;33.28;211.28
2019;03;07;10;00;9.90;0.00;37.94;226.15
2019;03;07;11;00;11.03;0.30;43.67;240.90
2019;03;07;12;00;9.70;0.00;42.52;248.65
2019;03;07;13;00;10.46;0.50;34.21;261.53
2019;03;07;14;00;11.35;0.20;32.08;260.96
2019;03;07;15;00;11.47;0.00;30.57;257.76
2019;03;07;16;00;11.08;0.20;27.90;252.73
2019;03;07;17;00;10.74;0.10;25.34;247.44
2019;03;07;18;00;10.22;0.00;23.19;242.24
2019;03;07;19;00;8.77;0.00;15.86;230.53
2019;03;07;20;00;7.58;0.00;13.18;214.99
2019;03;07;21;00;7.43;0.00;14.78;214.08
2019;03;07;22;00;7.22;0.00;15.28;214.44
2019;03;07;23;00;7.76;0.00;13.90;233.43
2019;03;08;00;00;7.89;0.00;17.56;241.86
2019;03;08;01;00;7.45;0.00;24.34;240.78
2019;03;08;02;00;7.35;0.00;23.97;237.26
2019;03;08;03;00;7.24;0.00;23.71;239.93
2019;03;08;04;00;7.10;0.00;26.25;244.84
2019;03;08;05;00;6.66;0.00;23.54;246.57
2019;03;08;06;00;6.55;0.00;20.93;243.43
2019;03;08;07;00;6.69;0.00;20.99;247.83
2019;03;08;08;00;7.41;0.10;22.90;253.56
2019;03;08;09;00;7.78;0.10;20.88;270.00
2019;03;08;10;00;7.65;0.00;21.60;270.00
2019;03;08;11;00;8.88;0.00;24.85;268.34
2019;03;08;12;00;9.63;0.00;26.28;270.00
2019;03;08;13;00;11.03;0.00;24.12;270.00
2019;03;08;14;00;11.49;0.00;24.48;270.00
2019;03;08;15;00;11.71;0.00;24.48;269.16
2019;03;08;16;00;11.61;0.00;22.78;264.56
2019;03;08;17;00;11.30;0.00;20.42;260.87
2019;03;08;18;00;10.45;0.00;15.19;256.29
2019;03;08;19;00;8.99;0.00;12.29;238.17
2019;03;08;20;00;7.81;0.00;11.48;221.19
2019;03;08;21;00;6.63;0.00;11.38;214.70
2019;03;08;22;00;7.00;0.00;11.12;209.05
2019;03;08;23;00;7.43;0.00;9.18;221.82
2019;03;09;00;00;8.20;0.00;11.21;227.60
2019;03;09;01;00;8.05;0.00;13.61;232.52
2019;03;09;02;00;7.92;0.00;13.83;231.34
2019;03;09;03;00;7.35;0.00;14.17;242.78
2019;03;09;04;00;6.80;0.00;14.66;245.32
2019;03;09;05;00;6.36;0.00;12.88;243.43
2019;03;09;06;00;6.55;0.00;12.24;241.93
2019;03;09;07;00;6.32;0.00;13.71;240.07
2019;03;09;08;00;7.68;0.00;18.53;240.95
2019;03;09;09;00;9.52;0.00;24.27;249.15
2019;03;09;10;00;10.89;0.00;33.14;252.94
2019;03;09;11;00;11.02;0.00;36.45;246.73
2019;03;09;12;00;10.17;0.00;34.17;249.66
2019;03;09;13;00;13.22;0.00;31.43;249.90
2019;03;09;14;00;13.51;0.00;30.17;252.65
2019;03;09;15;00;12.77;0.00;27.60;262.50
2019;03;09;16;00;11.78;1.10;31.96;255.65
2019;03;09;17;00;11.60;0.00;27.21;252.28
2019;03;09;18;00;11.91;0.00;27.55;252.51
2019;03;09;19;00;11.35;0.00;25.54;248.50
2019;03;09;20;00;10.97;0.00;22.74;246.68
2019;03;09;21;00;10.81;0.00;19.72;248.59
2019;03;09;22;00;10.91;0.00;16.68;256.26
2019;03;09;23;00;10.69;0.00;16.45;259.92
2019;03;10;00;00;10.45;0.00;13.44;262.30
2019;03;10;01;00;9.74;0.00;11.17;249.23
2019;03;10;02;00;9.53;0.00;7.65;228.81
2019;03;10;03;00;10.17;0.00;8.23;203.20
2019;03;10;04;00;11.44;0.50;19.16;241.99
2019;03;10;05;00;11.87;0.20;25.54;248.50
2019;03;10;06;00;11.83;0.00;28.17;243.43
2019;03;10;07;00;12.19;0.00;29.70;239.39
2019;03;10;08;00;12.76;0.10;36.58;241.16
2019;03;10;09;00;13.34;0.20;32.90;246.80
2019;03;10;10;00;14.80;0.20;37.92;250.02
2019;03;10;11;00;13.96;0.00;38.72;249.88
2019;03;10;12;00;13.09;0.40;39.76;253.70
2019;03;10;13;00;14.64;0.00;45.66;255.85
2019;03;10;14;00;14.76;0.40;45.57;260.91
2019;03;10;15;00;13.90;0.20;44.78;265.39
2019;03;10;16;00;12.84;0.00;42.66;264.67
2019;03;10;17;00;11.92;0.00;39.52;263.20
2019;03;10;18;00;10.81;0.00;35.90;263.09
2019;03;10;19;00;9.61;0.30;33.99;264.53
2019;03;10;20;00;8.88;0.20;34.59;267.61
2019;03;10;21;00;8.48;0.00;36.12;274.57
2019;03;10;22;00;7.63;0.00;31.78;279.78
2019;03;10;23;00;7.28;0.00;23.04;270.00
2019;03;11;00;00;6.69;0.00;23.18;276.24
2019;03;11;01;00;6.07;0.00;24.84;270.00
2019;03;11;02;00;5.37;0.00;26.73;265.36
2019;03;11;03;00;4.69;0.00;26.12;258.07
2019;03;11;04;00;4.23;0.00;27.16;255.41
2019;03;11;05;00;3.80;0.00;26.48;258.23
2019;03;11;06;00;3.37;0.00;29.60;256.64
2019;03;11;07;00;2.80;0.00;32.02;261.60
2019;03;11;08;00;3.53;0.10;36.50;264.91
2019;03;11;09;00;4.40;0.40;39.24;270.53
